Text,Annotate,LSTM_framing,GRU_framing,LR_framing,SVM_framing
" ""The ultimate goal is to turn NAIA Terminal 2 into an all-domestic terminal,” MIAA senior assistant general manager Bryan Co said.",2.0,13.0,8.0,,
 The immigration officers now assigned at NAIA-2 will be deployed at Terminals 1 and 3 which will be used for international flights.,8.0,7.0,7.0,,
 Co indicated that this was to address the incidents of offloading in which passengers get left behind by their flights because of the long queues at the immigration areas.,8.0,7.0,7.0,,
" In the third quarter of the year, the MIAA will also opening a special lane for Overseas Filipino Workers (OFWs) who will pass the final screening as they go through immigration.",6.0,1.0,1.0,,
 Senior citizens and persons with disabilities can also pass in this special lane.,9.0,9.0,9.0,,
" “Mas maganda kasi magiging kumportable ang mga tulad naming mga OFW. Hindi namin kailangang makipagsiksikan sa mga bakasyunista sa ibang mga pasahero,” OFW Rosemarie Detiquiz said.",11.0,15.0,5.0,,
"Marcos: Philippines working for ‘sophisticated, well-trained’ military",14.0,5.0,8.0,,
" The Armed Forces of the Philippines is as capable and well-prepared as it had ever been and the government is working to have an even more sophisticated and well-trained military, President Ferdinand Marcos Jr. said on Thursday.",8.0,8.0,8.0,,
" Addressing the troops of the 9th Infantry Division based in Camarines Sur, Marcos said external threats the country had been facing had  more difficult.",8.0,8.0,8.0,,
" He further stressed that the vessels entering ""disputed areas"" must be guarded and monitored.",8.0,8.0,8.0,,
" ""We have to have a sophisticated and well-trained military and I can say that we have been working very hard for that. I think I am accurate when I describe our military today as being capable and as well prepared as we ever had,"" he added.",8.0,8.0,8.0,,
 Marcos said that his administration would provide and modernize the assets of the military and give troops the training that they need.,8.0,8.0,8.0,,
 He said in February that the mission of the AFP had changed amid  situation in the South China Sea and the  between superpowers.,8.0,11.0,8.0,,
"Gov't lawyer says agri projects in Enrile plunder case had manicure, pedicure services",5.0,5.0,5.0,,
" The agricultural projects which are among the subject of the P172-million plunder case filed against former Senator Juan Ponce Enrile included manicure and pedicure services, a government lawyer said.",5.0,1.0,1.0,,
" During the continuation of trial on Thursday, state prosecutor Jennifer Agustin-Se also said there was a mix up of the names and gender of the supposed recipients of the projects.",5.0,5.0,5.0,,
" Agustin-Se made the disclosure when she opposed the proposal of Rony Garay, counsel of businesswoman Janet Napoles, one of the accused.",5.0,13.0,5.0,,
 Garay wanted the prosecutors to stipulate that the La Union farmers who were among the 20 witnesses who testified for the prosecution on Thursday were not the same persons identified in the list of supposed beneficiaries presented by the state prosecutors as evidence.,5.0,5.0,5.0,,
" “We cannot stipulate on that, your honors, because during the interviews, they (farmer witnesses) were asked of their respective barangays, and accordingly, your honors, they affirmed that they (names in the list) were not them. Although it appears they have been given different names, your honors, they (farmer witnesses) affirmed that there is no such person, and it appears that their names are being jumbled,” Agustin-Se said.",5.0,11.0,11.0,,
" She cited the case of one farmer witness, Delfin Lales, who was identified as Delfina Lales in the list of supposed beneficiaries.",5.0,5.0,5.0,,
" “They were given female names, your honors. After the interviews, they affirmed that there is no such person with such a female name, your honors,” Se added.",10.0,11.0,11.0,,
 Sandiganbayan Associate Justice Bernelito Fernandez interjected and asked if farmer Delfin Llanes was made Delfina.,5.0,5.0,5.0,,
" Agustin-Se responded, saying ""Yes, your honors, because the agricultural package that was the subject matter of this your honors, is manicure and pedicure. So [it was a case of] male name to a female name, your honors.”",11.0,11.0,11.0,,
 Fernandez then ruled that Garay’s proposal is already covered by the earlier stipulation agreed upon by both parties which states that “prosecution witnesses have no knowledge as to who included their names in the list of supposed beneficiaries.”,5.0,5.0,5.0,,
 Garay submitted to the anti-graft court’s ruling.,5.0,5.0,5.0,,
" The 20 witnesses presented by the prosecution on Thursday, including farmers and former San Gabriel, La Union Mayor Divina Daligues-Velasco, testified that they did not get agricultural packages even if they were identified in the list of the supposed beneficiaries of such purchase.",5.0,5.0,5.0,,
 The prosecution and defense also agreed that the prosecution witnesses were unable to testify that the list of supposed beneficiaries came from the accused.  ,5.0,5.0,5.0,,
" Both parties also agreed that the witnesses were unable to testify as to the source of the list of supposed beneficiaries, and that there was no finding from the National Bureau of Investigation that their signatures were forged, among others.",5.0,13.0,5.0,,
" The next trial hearing is set on March 23, and every Tuesdays and Thursdays at 2 p.m. thereon.",5.0,5.0,5.0,,
 The court granted the prosecution’s urgent motion to cancel the trial hearing on March 21 since the next prosecution’s witness from the Commission on Audit will only be available on March 23.,5.0,5.0,5.0,,
"Philippines logs 261 new COVID-19 cases; active tally climbs to 9,231",14.0,7.0,5.0,,
" The Department of Health recorded 261 new COVID-19 cases on Thursday, while the active tally went up to 9,231.",9.0,9.0,9.0,,
Bantag’s lawyers planning strategy after filing of murder charges,5.0,5.0,5.0,,
 The legal team of suspended Bureau of Corrections (BuCor) chief Gerald Bantag is now looking at strategies following the filing of two counts of murder filed against him before  the Las Piñas and Muntinlupa regional trial courts.,5.0,5.0,5.0,,
" “The ILABAN group is now planning the strategy of what we are going to do,” Pooten said in an ambush interview.",13.0,12.0,12.0,,
 ILABAN or the Igorot Lawyers for Bantag is a group of legal professionals formed for Bantag’s defense.,5.0,5.0,5.0,,
 Pooten answered in the affirmative when asked if Bantag's camp expected the decision.,13.0,5.0,12.0,,
" “But again we’re doing all things, all legal remedies as of this morning. But I could not divulge... I have to talk with my lead counsel, our lead counsel, Atty. Balisong regarding this,” Pooten said.",5.0,5.0,5.0,,
 Bantag’s camp had said they did not expect the panel of prosecutors to be impartial under the supervision and control of Justice Secretary Jesus Crispin Remulla.,5.0,5.0,5.0,,
" However, the prosecutors said Bantag's allegations of bias and partiality are ""purely speculative"" as the control and supervision of Remulla over the National Prosecution Service does not extend to preliminary investigations.",4.0,5.0,5.0,,
Senate panel wraps up hearing on Cha-cha,13.0,13.0,13.0,,
 The  on constitutional amendments and revision of codes on Thursday wrapped up its public hearings on the proposed measures seeking to amend the economic provisions of the 1987 Constitution.,5.0,5.0,5.0,,
" At a deliberation in Cebu City, Senator Robinhood Padilla, chairperson of the Senate panel, said he would continue to push for the economic charter change (Cha-cha)  “despite criticisms from some sectors”.",13.0,13.0,13.0,,
" ""Bilang inyo pong inihalal ng taong bayan, kami po ay obligado na gawin ito kahit na marami po ang kumukutya sa amin, marami po ang gustong pumigil sa amin. Kailangan naming gawin ito para sa inyo,” he said.",11.0,13.0,3.0,,
" (As elected officials, we are obligated to do this despite criticism from some sectors. We are doing this for you.)",13.0,13.0,13.0,,
" In February, the legislator filed Resolution of Both Houses (RBH) No.  3 which seeks to amend the Constitution's “prohibitive economic provisions”.",13.0,5.0,5.0,,
 The House of Representatives earlier approved on third and final reading RBH 6 which calls for a constitutional convention (con-con) to amend the Constitution.,13.0,13.0,13.0,,
" However, Senate President Juan Miguel Zubiri said it confuses him why legislators from the Lower Chamber are rushing the Senate to act on proposals for cha-cha, reiterating that President Ferdinand Marcos Jr. had already said that it is not a priority of the administration.",13.0,13.0,13.0,,
" House Speaker Martin Romualdez, however, replied to Zubiri by saying that the ""rush"" in approving measures seeking to amend the 1987 Constitution will benefit the country.",13.0,13.0,13.0,,
" Meanwhile, Padilla said he would hold a hearing with the House on Monday, March 20, 2023, to discuss if the proposed Cha-cha would be done through con-con or con-ass.",13.0,13.0,5.0,,
" Under Section XVII of the 1987 Constitution, any amendment or revision to the Constitution may be proposed by Congress upon a vote of three-fourths of all its Members or through a constitutional convention (con-con). In a con-con, the people who will amend the charter will be elected by the people.",5.0,5.0,5.0,,
Comelec wants ad agencies regulated during election period,13.0,13.0,13.0,,
 Commission on Elections Chairman George Garcia on Wednesday appealed to Congress for Comelec to be given the power to regulate advertising agencies during an election period.,13.0,13.0,13.0,,
" Garcia said this in a  on electoral reforms and people’s participation hearing, when Senator Imee Marcos raised the issue of discounts on political ads, with “secret negotiated rates and preferred rates” being given to favored candidates or party-lists.",13.0,13.0,13.0,,
" Lawyer Rudolph Jularbal of the Kapisanan ng mga Brodkaster ng Pilipinas (KBP) said that negotiated rates are never published and are confidential to each advertiser, and would cause a “big problem” in the advertising industry if made public.",1.0,5.0,5.0,,
" “The implementation of these political discounts  farcical when the base rates are secret and obscure,” Marcos said. ",13.0,13.0,13.0,,
