Text,Annotation-1,Annotation-2,Annotation-3,Majority-Frame
"Tropical depression Amang maintained its strength as it traverses the coast of Caramoan, Camarines Sur on Wednesday afternoon, April 12, the Philippine Atmospheric, Geophysical and Astronomical Services Administration (PAGASA) said in its latest bulletin.",15. Other,10. Quality of Life,10. Quality of Life,10. Quality of Life
"700 Bilibid guards relieved of their posts, to undergo retraining","7. Law and Order, Crime and Justice",2. Capacity and Resources,2. Capacity and Resources,2. Capacity and Resources
Seven hundred jail guards at the  of the New Bilibid Prison (NBP) in Muntinlupa City were relieved of their posts and directed to undergo retraining for one month.,8. Security and Defense,2. Capacity and Resources,2. Capacity and Resources,2. Capacity and Resources
Vistan's appointment as UP Diliman chancellor questioned,15. Other,12. Public Opinion,6. Policy Prescription and Evaluation,False
"A group of faculty members and professors from the University of the Philippines (UP), in an open letter, questioned the appointment of UP Law School Dean Edgardo Carlo Vistan II as the new UP Diliman Chancellor.",12. Public Opinion,12. Public Opinion,6. Policy Prescription and Evaluation,12. Public Opinion
US shouldn't use PH as staging area for war--Robin,14. External Regulation and Reputation,13. Political,14. External Regulation and Reputation,14. External Regulation and Reputation
"The expanded Enhanced Defense Cooperation Agreement (EDCA) between the Philippines and the United States (US) should not be used by the latter as a reason to turn the Philippines into a staging area for offense against China, Senator Robinhood Padilla said on Wednesday, April 12.",14. External Regulation and Reputation,13. Political,14. External Regulation and Reputation,14. External Regulation and Reputation
"Marcos to ARTA: Simplify, expand business licensing manual",1. Economic,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation
"President Ferdinand ""Bongbong"" Marcos Jr. has ordered the Anti-Red Tape Authority (ARTA) to simplify the business licensing manual and expand its usage around the country.",6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation
Jinggoy's bill to make online publication of laws acceptable,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation
"Senator Jinggoy Ejercito Estrada is seeking the publication of laws, as a prerequisite of effectivity, in the online version of the Official Gazette as well as websites of newspapers of general circulation.",10. Quality of Life,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation
"PBBM's priorities are food security, boosting agriculture --- PCO",10. Quality of Life,13. Political,13. Political,13. Political
The Presidential Communications Office (PCO) has assured the public that ensuring food security in the country and improving the agriculture sector are still top priority programs of the Marcos administration.,10. Quality of Life,13. Political,2. Capacity and Resources,False
PH confidence on US alliance unaffected by alleged intelligence leaks,14. External Regulation and Reputation,14. External Regulation and Reputation,14. External Regulation and Reputation,14. External Regulation and Reputation
"Despite a highly-classified Pentagon intelligence information that alleged the United States (US) could be spying on its allies, the Philippines on Wednesday, April 12 (Manila time), maintained its confidence over its alliance with Washington and expressed support for the investigation into the leak.",14. External Regulation and Reputation,14. External Regulation and Reputation,14. External Regulation and Reputation,14. External Regulation and Reputation
What is the proposed Water Trust Fund? Cong Duterte explains,1. Economic,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation
The creation of a so-called Water Trust Fund (WTF) is an indispensable part of the congressional effort to establish a Department of Water Resources (DWR).,1. Economic,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation
Malaki matitipid': Alvarez tells gov't to get rid of 'parasitic entities',13. Political,1. Economic,13. Political,13. Political
Davao del Norte 1st district Rep. Pantaleon Alvarez (Facebook),15. Other,15. Other,13. Political,15. Other
"Zubiri, Romualdez, Gesmundo see ‘significant changes’ in their performance ratings — Pulse Asia",12. Public Opinion,12. Public Opinion,12. Public Opinion,12. Public Opinion
"Senate President Juan Miguel Zubiri, Speaker Martin Romualdez, and Chief Justice Alexander Gesmundo experienced “significant changes” in their respective performance ratings between November 2022 and March 2023, based on the Pulse Asia survey results released on Wednesday, April 12.",13. Political,12. Public Opinion,12. Public Opinion,12. Public Opinion
"PCO to public: File returns, pay taxes anywhere",1. Economic,10. Quality of Life,1. Economic,1. Economic
"As the deadline for the filing and payment of the 2022 Annual  Tax Return (AITR) approaches, the Presidential Communications Office (PCO) has reminded the public to maximize the Bureau of Internal Revenue (BIR)'s ""File and Pay Anywhere"" setup.",1. Economic,10. Quality of Life,1. Economic,1. Economic
China warns PH-US alliance must keep off SCS disputes,14. External Regulation and Reputation,14. External Regulation and Reputation,14. External Regulation and Reputation,14. External Regulation and Reputation
"China has warned the Philippines and the US that their military cooperation must not harm its interests, including those in the South China Sea.",14. External Regulation and Reputation,14. External Regulation and Reputation,14. External Regulation and Reputation,14. External Regulation and Reputation
PH-US joint efforts in defending territories vs China's incursion assured,14. External Regulation and Reputation,14. External Regulation and Reputation,14. External Regulation and Reputation,14. External Regulation and Reputation
The Philippines and the United States are now beefing up their efforts to protect the Philippine territories against Beijing's incursive activities in the South China Sea as the two sides sounded alarm on the developments in the highly-contested waters.,14. External Regulation and Reputation,14. External Regulation and Reputation,14. External Regulation and Reputation,14. External Regulation and Reputation
"PH, US to focus on economic, environment, health concerns",1. Economic,14. External Regulation and Reputation,14. External Regulation and Reputation,14. External Regulation and Reputation
"The Philippines and the United States (US) will advance partnerships and exchanges on varied issues involving economic and environmental security, chief among them are public health emergency resiliency, virology and vaccines, renewably energy, marine protection, and food security.",1. Economic,14. External Regulation and Reputation,14. External Regulation and Reputation,14. External Regulation and Reputation
"SC approves code on lawyers’ responsibility, accountability; sets launch at Manila Hotel April 13",6. Policy Prescription and Evaluation,5. Constitutionality and Jurisprudence,5. Constitutionality and Jurisprudence,5. Constitutionality and Jurisprudence
The Supreme Court (SC) has approved the Code of Professional Responsibility and Accountability (CPRA) – a set of rules on the ethical conduct and accountability of lawyers in the practice of law.,5. Constitutionality and Jurisprudence,5. Constitutionality and Jurisprudence,5. Constitutionality and Jurisprudence,5. Constitutionality and Jurisprudence
"Public assessment of Marcos admin’s performance ‘generally positive’, survey says",12. Public Opinion,12. Public Opinion,12. Public Opinion,12. Public Opinion
The Marcos administration enjoyed “small to huge majority approval ratings” in its handling of the seven issues where its performance was assessed in the latest Pulse Asia survey.,12. Public Opinion,12. Public Opinion,12. Public Opinion,12. Public Opinion
Ako Bicol Party-list moves to assist 'Amang'-affected residents,15. Other,13. Political,13. Political,13. Political
"With signal no.1 hoisted over most of Bicol, Ako Bicol Party-list Rep. Zaldy Co bared on Wednesday morning, April 12 that his group is ready to provide assistance to locals affected by Tropical Depression ""Amang"".",15. Other,13. Political,9. Health and Safety,False
Bishop expresses concern over mining activities in Homonhon Island,12. Public Opinion,3. Morality,3. Morality,3. Morality
Bishop Varquez said the continuous mining operations in the island will destroy not only the natural resources in the area but will also affect the safety and livelihood of the residents.,12. Public Opinion,3. Morality,3. Morality,3. Morality
"Marcos, Duterte maintain high approval, trust ratings in March 2023 Pulse Asia survey",12. Public Opinion,12. Public Opinion,12. Public Opinion,12. Public Opinion
