Text,Annotation-1,Annotation-2,Annotation-3,Majority-Frame
Navy seizes oil tanker carrying P50 million in alleged smuggled fuel,"7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice"
Philippines records 274 new COVID-19 cases,9. Health and Safety,9. Health and Safety,9. Health and Safety,9. Health and Safety
UPCAT resumes this year,15. Other,15. Other,10. Quality of Life,15. Other
Senators urge gov’t to reconsider PUV modernization program ahead of weeklong transport strike,13. Political,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation
"Marcos names OICs for Maguindanao del Norte, Maguindanao del Sur",2. Capacity and Resources,13. Political,13. Political,13. Political
SC voids CBA provision setting lower retirement age for female crew than male,5. Constitutionality and Jurisprudence,5. Constitutionality and Jurisprudence,4. Fairness and Equality,5. Constitutionality and Jurisprudence
"President Ferdinand Marcos Jr. has reappointed Manuel Antonio Teehankee as Permanent Representative of the Philippines to the Geneva-based World Trade Organization, Malacañang said Tuesday.",2. Capacity and Resources,13. Political,13. Political,13. Political
The Philippines and the United States have agreed to designate four new sites in strategic areas of the country with the aim of accelerating the full implementation of the Enhanced Defense Cooperation Agreement (EDCA).,14. External Regulation and Reputation,14. External Regulation and Reputation,8. Security and Defense,14. External Regulation and Reputation
"3,992 of 9,183 examinees passed 2022 Bar Exams —SC",15. Other,15. Other,15. Other,15. Other
PCG sends letter seeking US help in Mindoro oil spill cleanup,14. External Regulation and Reputation,2. Capacity and Resources,14. External Regulation and Reputation,14. External Regulation and Reputation
DOF's Diokno: Marcos okay with military pension reform,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation
Justice Secretary Jesus Crispin Remulla on Monday said suspended Negros Oriental Representative Arnolfo “Arnie” Teves Jr. appears to be the main mastermind in the killing of Negros Oriental Governor Roel Degamo.,"7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice"
"The Commission on Population and Development (POPCOM) on Monday said the number of pregnancies among 10 to 14-year-olds was still high in 2022 at more than 2,000.",9. Health and Safety,9. Health and Safety,9. Health and Safety,9. Health and Safety
The Energy Regulatory Commission (ERC) on Thursday warned that electricity rates could spike during the hot dry season months amid the expected demand uptick and thin power reserves.,1. Economic,1. Economic,10. Quality of Life,1. Economic
"Police nabbed a former construction foreman in Novaliches, Quezon City after attempting to rob a gas station he was previously contracted to renovate.","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice"
"Senator Imee Marcos has denied reports in the social media that her mother, the former First Lady Imelda Marcos, had died.",13. Political,13. Political,15. Other,13. Political
"Experts on Wednesday called on the government to stand up against China’s ""gray zone"" operations in the West Philippine Sea (WPS) and rally support from other countries.",14. External Regulation and Reputation,8. Security and Defense,8. Security and Defense,8. Security and Defense
"Women’s Month: Greater access to technology, gender equality pushed",4. Fairness and Equality,4. Fairness and Equality,4. Fairness and Equality,4. Fairness and Equality
"State-run banks Landbank of the Philippines (LBP) and Development Bank of the Philippines (DBP), the designated fund sources of loans for the proposed Public Utility Vehicle (PUV) modernization program, said prices of new PUVs should be reduced for the program to be viable for drivers.",6. Policy Prescription and Evaluation,2. Capacity and Resources,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation
"Police have identified the registered owner of the getaway vehicle used in the ambush of Aparri, Cagayan Vice Mayor Rommel Alameda and five others in Bagabag, Nueva Vizcaya, the Philippine National Police (PNP) said Tuesday.","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice"
"Sara Duterte on Eid'l Fitr: Pray for harmony, unity, success for each one",3. Morality,3. Morality,11. Cultural Identity,3. Morality
"A retired municipal agricultural officer (MAO) from Natividad, Pangasinan on Tuesday testified before the Sandiganbayan that his municipality did not receive the agricultural packages and kits named in the 15 counts of graft filed against former senator Juan Ponce Enrile, his former chief-of-staff Jessica “Gigi” Reyes, businesswoman Janet Napoles, and others.",13. Political,"7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice"
"DOTr: Face-mask wearing remains mandatory in LRT, MRT, PNR trains",6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation,9. Health and Safety,6. Policy Prescription and Evaluation
"At least 6,000 patients have been served by the Bayanihan E-Konsulta or free online medical consultation program of Angat Buhay, a non-profit unit chaired by former Vice President Leni Robredo.",9. Health and Safety,9. Health and Safety,9. Health and Safety,9. Health and Safety
NDRRMC activates ‘high-risk’ emergency preparedness protocol for Amang,6. Policy Prescription and Evaluation,9. Health and Safety,9. Health and Safety,9. Health and Safety
"The National Bureau of Investigation (NBI) on Friday apologized to members of the media following an altercation after a drug operation, saying they are looking into the matter.",13. Political,"7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice"
Several travelers who spent the Holy Week break in the provinces have started to return home through the Batangas Port as they seek to avoid the influx of passengers during the last day of the extended weekend.,10. Quality of Life,10. Quality of Life,10. Quality of Life,10. Quality of Life
"Condos used as 'living, working' hubs for trafficked victims —Risa","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice"
Comelec finished 964-page draft of Omnibus Election Code changes —Garcia,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation,5. Constitutionality and Jurisprudence,6. Policy Prescription and Evaluation
Philippines detects one case of Omicron subvariant XBB.1.5,9. Health and Safety,9. Health and Safety,9. Health and Safety,9. Health and Safety
COVID-19 vaccines from other countries donated with no strings attached —ex-TF exec Dizon,13. Political,14. External Regulation and Reputation,14. External Regulation and Reputation,14. External Regulation and Reputation
"The Department of Education (DepEd) is set to revise the K to 12 curriculum in a bid to produce more job-ready and responsible graduates, Vice President and Education Secretary Sara Duterte said on Monday.",6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation
"Over 60 million nat'l IDs, ePhilIDs printed as of March 15, 2023 —PSA",2. Capacity and Resources,6. Policy Prescription and Evaluation,2. Capacity and Resources,2. Capacity and Resources
"The  on banks, financial institutions and currencies on Monday ended the hearings on the bills creating the Maharlika Investment Fund (MIF).",13. Political,1. Economic,6. Policy Prescription and Evaluation,False
DOH issues guidelines for safe Holy Week observance,9. Health and Safety,9. Health and Safety,9. Health and Safety,9. Health and Safety
"The first Senate hearing on the proposed Maharlika Investment Fund (MIF) only revealed that the measure creating it is 'defective', Senate Minority Leader Aquilino ""Koko"" Pimentel III said Thursday.",6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation
