Text,Annotation-1,Annotation-2,Annotation-3,Majority-Frame
"BANGKOK, Thailand – President Ferdinand “Bongbong” Marcos Jr. – fresh off a meeting with his Chinese counterpart in Thailand – downplayed on Saturday, November 19, the possible tension an  visit by United States Vice President Kamala Harris would add to relations between Manila and Beijing.",14. External Regulation and Reputation,14. External Regulation and Reputation,14. External Regulation and Reputation,14. External Regulation and Reputation
Congressman Jeffrey Soriano of ACT-CIS resigns,13. Political,13. Political,13. Political,13. Political
"MANILA, Philippines – President Ferdinand Marcos, Jr. on Sunday, April 30, left Manila for a days-long visit to the United States that would “reaffirm” the Philippines’ “special relationship” with its one-time colonizer.",14. External Regulation and Reputation,14. External Regulation and Reputation,14. External Regulation and Reputation,14. External Regulation and Reputation
"Seeking ‘new phase’ in ties, Indian foreign minister makes first visit to PH",14. External Regulation and Reputation,14. External Regulation and Reputation,14. External Regulation and Reputation,14. External Regulation and Reputation
"Poe hopes Congress overrides Duterte veto on SIM card, social media registration bill",13. Political,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation
"What are Filipinos’ expectations, concerns ahead of Marcos’ first SONA?",12. Public Opinion,12. Public Opinion,12. Public Opinion,12. Public Opinion
"#WalangPasok: Class suspensions, Wednesday, October 12, 2022",10. Quality of Life,10. Quality of Life,10. Quality of Life,10. Quality of Life
"MANILA, Philippines – Some areas suspended classes for Friday, January 6, with bad weather expected to continue due to the shear line and the northeast monsoon or amihan.",9. Health and Safety,10. Quality of Life,10. Quality of Life,10. Quality of Life
"MANILA, Philippines – Philippine President Ferdinand Marcos Jr. met with foreign envoys on Thursday, June 30, during the traditional Vin d’honneur.",13. Political,14. External Regulation and Reputation,14. External Regulation and Reputation,14. External Regulation and Reputation
"MANILA, Philippines – Malacañang on Sunday, September 25, declared a Luzon-wide suspension of work in government offices and classes in public schools at all levels  for Monday, September 26 due to Super Typhoon Karding (Noru).",9. Health and Safety,10. Quality of Life,10. Quality of Life,10. Quality of Life
"MANILA, Philippines – Ending an over three decade-old constitutional issue, the Sandiganbayan dismissed a petition questioning the creation of the Presidential Commission on Good Government (PCGG) because ensuing events since this was filed in 1986 has rendered it “moot and academic.”","7. Law and Order, Crime and Justice",5. Constitutionality and Jurisprudence,5. Constitutionality and Jurisprudence,5. Constitutionality and Jurisprudence
"Reporter’s Review: Aika Rey on infrastructure, transportation under Duterte",13. Political,10. Quality of Life,2. Capacity and Resources,False
2 cases of more contagious Omicron BA.5 detected in PH – DOH,9. Health and Safety,9. Health and Safety,9. Health and Safety,9. Health and Safety
"MANILA, Philippines – The Duterte administration is trying to prove that its human rights program is  and supported by pointing out letters allegedly sent by various Philippine-based groups to the United Nations.",4. Fairness and Equality,6. Policy Prescription and Evaluation,4. Fairness and Equality,4. Fairness and Equality
"MANILA, Philippines – Resource speakers invited by the  on banks and financial intermediaries in its first public consultation on the proposed creation of the Maharlika Wealth Fund overwhelmingly expressed caution over the controversial piece of legislation.",13. Political,6. Policy Prescription and Evaluation,1. Economic,False
BuCor official Zulueta still a no-show in probe into Percy Lapid’s death,13. Political,"7. Law and Order, Crime and Justice",5. Constitutionality and Jurisprudence,False
Why some groups are challenging mandatory SIM card registration before SC,13. Political,12. Public Opinion,6. Policy Prescription and Evaluation,False
"MANILA, Philippines – The Philippines marked the 50th year of the declaration of Martial Law by late tyrant Ferdinand E. Marcos – ironically, under the presidency of the dictator’s son Ferdinand Marcos Jr.",13. Political,11. Cultural Identity,11. Cultural Identity,11. Cultural Identity
"MANILA, Philippines – After two years of implementing distance learning due to the pandemic, schools in the Philippines are set to return to face-to-face classes on Monday, August 22.",10. Quality of Life,10. Quality of Life,2. Capacity and Resources,10. Quality of Life
COVID-19 pandemic: Latest situation in the Philippines – October 2022,9. Health and Safety,9. Health and Safety,10. Quality of Life,9. Health and Safety
"MANILA, Philippines – A little over two months after he was sworn in as president, Ferdinand Marcos Jr. made his first trips abroad as head of state.",13. Political,13. Political,13. Political,13. Political
"Carpio: NTC can’t block websites, groups can challenge order",13. Political,5. Constitutionality and Jurisprudence,5. Constitutionality and Jurisprudence,5. Constitutionality and Jurisprudence
"MANILA, Philippines – The Supreme  the Armed Forces of the Philippines (AFP) to face the Court of Appeals (CA) based on the petition for the issuance of writ of amparo filed by the families of two missing activists.","7. Law and Order, Crime and Justice",5. Constitutionality and Jurisprudence,5. Constitutionality and Jurisprudence,5. Constitutionality and Jurisprudence
HIGHLIGHTS: Inauguration of Ferdinand Marcos Jr. as Philippine president,13. Political,13. Political,13. Political,13. Political
"MANILA, Philippines – A leaking fuel tanker that sank off the central Philippines three weeks ago has been found using an underwater robot from Japan, a provincial governor said on Tuesday, March 21, as authorities sought more foreign help to address the oil spill.",9. Health and Safety,14. External Regulation and Reputation,14. External Regulation and Reputation,14. External Regulation and Reputation
"MANILA, Philippines – The Senate bill seeking to penalize discrimination based on sexual orientation, gender identity, and expression (SOGIE) has been reverted to  level after Senate Majority Leader Joel Villanueva presented piles of letters from concerned religious groups at the Senate session on Wednesday, February 8.",5. Constitutionality and Jurisprudence,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation
"MANILA, Philippines – In 2017, former president Fidel Ramos, a private citizen by then, laid out a vision for the Philippines to engage with a changing world. The position the country must take, he said, was not one that saw Filipinos “independent” but isolated, but one that sought genuine cooperation with allies, both old and new.",13. Political,13. Political,3. Morality,13. Political
"MANILA, Philippines – The Commission on Elections (Comelec) uploaded on its website on Thursday, March 23, the logs showing the first hour of transmission of election results after polls closed on May 9, 2022.",13. Political,13. Political,13. Political,13. Political
"MANILA, Philippines – A former caterer of the Bureau of Corrections (BuCor) escaped prosecution for  supposed tax evasion because the government failed to file a criminal case within the prescribed period of five years.","7. Law and Order, Crime and Justice",5. Constitutionality and Jurisprudence,"7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice"
20.7 million COVID-19 jabs wasted. What’s next?,9. Health and Safety,2. Capacity and Resources,2. Capacity and Resources,2. Capacity and Resources
"MANILA, Philippines – The Philippine Center for Investigative Journalism on Tuesday, November 15, held a forum, which highlighted the poor state of the country’s prison system.",2. Capacity and Resources,10. Quality of Life,2. Capacity and Resources,2. Capacity and Resources
"MANILA, Philippines – Ferdinand “Bongbong” Marcos Jr. took his oath as the 17th Philippine president at noon on Thursday, June 30, fulfilling the dream of his mother Imelda for her son to one day reclaim the seat in Malacañang.",13. Political,13. Political,13. Political,13. Political
"MANILA, Philippines – The Court of Appeals (CA) told healthcare institutions and medical practitioners not to engage in illegal activities in order to take advantage of benefits being offered by the Philippine Health Insurance Corporation (PhilHealth).","7. Law and Order, Crime and Justice",5. Constitutionality and Jurisprudence,1. Economic,False
