Text,Annotation-1,Annotation-2,Annotation-3,Majority-Frame
"Senator Risa Hontiveros on Tuesday, April 18,  called for an investigation, in aid of legislation, into the proposed merger of the Development Bank of the Philippines (DBP) and the Land Bank of the Philippines (LBP).","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice",5. Constitutionality and Jurisprudence,"7. Law and Order, Crime and Justice"
"Army OKs court martial for Durante, 6 others over Davao model’s slay","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice",5. Constitutionality and Jurisprudence,"7. Law and Order, Crime and Justice"
"Brig. Gen. Jesus Durante III,  of the Philippine Army’s (PA) 1001st Infantry Brigade, and six other military personnel will face a general court martial this week due to their alleged involvement in the killing of model and businesswoman Yvonette Chua Plaza in Davao City last year.","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice"
"Marcos admin should follow Del Rosario's stance on WPS issue, says Makabayan solon",13. Political,6. Policy Prescription and Evaluation,4. Fairness and Equality,False
The late Albert del Rosario's stance on the West Philippine Sea (WPS) issue must be followed by the current administration.,13. Political,6. Policy Prescription and Evaluation,4. Fairness and Equality,False
Dela Rosa angry over allegations that he's a 'Teves lapdog',13. Political,13. Political,13. Political,13. Political
"Senator Ronald ‘’Bato’’ dela Rosa on Tuesday, April 18 angrily denied allegations circulating on social media, particularly in Negros Oriental, that he is a lapdog of Negros Oriental 3rd district Rep. Arnolfo Teves Jr.",13. Political,13. Political,13. Political,13. Political
"DOTr eyes cancellation of digital registry, monitoring of containers, PPA chief says",6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation,2. Capacity and Resources,6. Policy Prescription and Evaluation
"The Department of Transportation (DOTr) is eyeing the cancellation of the implementation of the Trusted Operator Program – Container Registry and Monitoring System (TOP-CRMS), one of the two major digitalization efforts of the Philippine Ports Authority (PPA).",6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation,2. Capacity and Resources,6. Policy Prescription and Evaluation
Recto: 'No bolder champion of PH sovereignty' than Del Rosario,13. Political,13. Political,3. Morality,13. Political
"House Deputy Speaker and Batangas 6th district Rep. Ralph Recto paid sweet tribute to the late former Department of Foreign Affairs (DFA) secretary Albert del Rosario on Tuesday, April 18, saying there was ""no bolder champion of our sovereignty"".",13. Political,13. Political,3. Morality,13. Political
Villanueva insists Arnolfo Teves Jr. is in South Korea,13. Political,"7. Law and Order, Crime and Justice",8. Security and Defense,False
"Senate Majority Leader Joel Villanueva on Tuesday, April 18, said that four persons have reiterated their claim that they saw Negros Oriental 3rd Rep. Arnolfo ""Arnie"" Teves Jr. in a South Korean hotel a few days ago.",13. Political,"7. Law and Order, Crime and Justice",8. Security and Defense,False
CHR lauds SC for allowing use of video conferencing in legal aid cases,6. Policy Prescription and Evaluation,5. Constitutionality and Jurisprudence,2. Capacity and Resources,False
The Commission on Human Rights (CHR) has lauded the Supreme Court’s (SC) decision that allowed the use of video conferencing in legal aid cases to enhance access to justice by indigent litigants.,6. Policy Prescription and Evaluation,5. Constitutionality and Jurisprudence,2. Capacity and Resources,False
Cong Villar wants immediate intervention on student suicides; calls for House probe,9. Health and Safety,6. Policy Prescription and Evaluation,10. Quality of Life,False
"Citing the Department of Education's (DepEd) alarming findings on suicide among learners this past school year (SY), Las Piñas City lone district Rep. Camille Villar is seeking the intervention of both the House of Representatives and concerned agencies to respond to this ""seeming mental health crisis"".",9. Health and Safety,6. Policy Prescription and Evaluation,10. Quality of Life,False
Czech Republic PM caps PH visit with wreath-laying at Rizal Monument,13. Political,14. External Regulation and Reputation,13. Political,13. Political
Czech Republic Prime Minister Petr Fiala ended his two-day visit to the Philippines by laying a wreath to honor national hero Dr. Jose Rizal at the Luneta Park in Manila.,13. Political,14. External Regulation and Reputation,13. Political,13. Political
DSWD commends Filipino single parents in first Solo Parents’ Week celebration,10. Quality of Life,11. Cultural Identity,10. Quality of Life,10. Quality of Life
"The Department of Social Welfare and Development (DSWD), through the Inter-Agency Coordinating and Monitoring Committee (IACMC), led the celebration of the first Solo Parents’ Week at the DSWD Central Office in Quezon City on April 17.",10. Quality of Life,11. Cultural Identity,10. Quality of Life,10. Quality of Life
Abalos assures Teves safety if he returns to PH,13. Political,8. Security and Defense,8. Security and Defense,8. Security and Defense
"Department of the Interior and Local Government (DILG) Secretary Benjamin “Benhur” Abalos Jr. assured on Tuesday, April 18, the safety of a Negros Oriental congressman amid the investigation and filing of charges in connection with the alleged murders in the province, including its governor Roel Degamo.",13. Political,8. Security and Defense,8. Security and Defense,8. Security and Defense
Former foreign affairs chief Albert Del Rosario passes away,13. Political,15. Other,15. Other,15. Other
"Former Department of Foreign Affairs (DFA) secretary Albert Del Rosario passed away on Tuesday, April 18. He was 83.",13. Political,15. Other,15. Other,15. Other
CCTV footage says all in 'massive' cover-up in P6.7B Manila drug haul,"7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice"
"The video showing the alleged cover-up to spare a police sergeant tagged in the P6.7 billion drug haul in Manila last year is sufficient proof of the wrongdoings of members of the Philippine National Police (PNP) in the footage, Interior Secretary Benhur Abalos said.","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice"
Romualdez meets with California solon Young Kim; here's what went down,13. Political,14. External Regulation and Reputation,13. Political,13. Political
"House Speaker Martin Romualdez rubbed elbows on Tuesday morning, April 18 (Philippine time) with an Asian trailblazer in the United States (US) House of Representatives.",13. Political,14. External Regulation and Reputation,13. Political,13. Political
Teves says PBBM needs to find out 'whole truth' about his situation,13. Political,4. Fairness and Equality,8. Security and Defense,False
"Find out the whole truth, Mr. President.",15. Other,4. Fairness and Equality,8. Security and Defense,False
PBBM proposes marriage anew to FL Liza: ‘She said YES!’,13. Political,15. Other,13. Political,13. Political
Filipinos may soon stand witness to the second wedding of President Ferdinand “Bongbong” Marcos Jr. and First Lady Liza Araneta-Marcos after the latter said “yes” to the Chief Executive’s proposal on their 30th wedding anniversary.,13. Political,15. Other,13. Political,13. Political
Cebu mass wedding leaves Frasco couple feeling like newlyweds again,13. Political,15. Other,15. Other,15. Other
"Cebu 5th district Rep. Vincent Franco ""Duke"" Frasco and his wife, Department of Tourism (DOT) Secretary Christina Frasco couldn't help but feel like newlyweds all over again.",13. Political,15. Other,15. Other,15. Other
"Partly cloudy weather, isolated rain showers to persist due to easterlies",10. Quality of Life,10. Quality of Life,10. Quality of Life,10. Quality of Life
"Most of the country will continue to experience hot and humid weather in the next 24 hours due to the easterlies, the Philippine Atmospheric, Geophysical and Astronomical Services Administration (PAGASA) said on Tuesday, April 18.",10. Quality of Life,10. Quality of Life,10. Quality of Life,10. Quality of Life
BOC: Over P19.22B worth of smuggled products seized in Q1 2023,"7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice",1. Economic,"7. Law and Order, Crime and Justice"
The Bureau of Customs (BOC) has seized over P19.22 billion worth of smuggled products in the first three months of 2023.,"7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice",1. Economic,"7. Law and Order, Crime and Justice"
Cong Lani showered with 'hearts' on birthday,15. Other,15. Other,15. Other,15. Other
"Cavite 2nd district Rep. Lani Mercado-Revilla's recent birthday was made extra special not by lavish gifts, but by ""hearts"" given by Bacoor City employees.",15. Other,15. Other,15. Other,15. Other
PH gov't assures Filipinos' safety in Taiwan,8. Security and Defense,8. Security and Defense,8. Security and Defense,8. Security and Defense
The Philippine government has put in place measures to assure  the safety of overseas Filipino workers (OFWs) in Taiwan amid controversial remarks  made by China's top diplomat in Manila.,8. Security and Defense,8. Security and Defense,8. Security and Defense,8. Security and Defense
