Text,Policy Frame 1,Policy Frame 2,Policy Frame 3,Policy Frame 4,Policy Frame 5,Policy Frame 6,Policy Frame 7,Policy Frame 8,Policy Frame 9,Policy Frame 10,Policy Frame 11,Policy Frame 12,Policy Frame 13,Policy Frame 14,Policy Frame 15,Media_Outlet
"MANILA, Philippines – The Philippine National Police (PNP) said on Monday, October 10, that it was  of the guards on duty which led to the attempted escape of three detainees and the hostage taking of detained former senator Leila de Lima.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Rappler
WATCH: PNP ‘ready’ to provide security for journalists under threat,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Rappler
"MANILA, Philippines – The Philippine National Police (PNP) said on Monday, October 10, that it was “ready” to provide security for journalists under threat following the killing of radio journalist Percival “Percy Lapid” Mabasa.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Rappler
‘Near-death’ hostage-taking: De Lima thought she would not come out alive,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Rappler
"MANILA, Philippines – Former senator Leila de Lima said she is safe following a hostage-taking at the Philippine National Police Custodial Center inside Camp Crame in Quezon City on Sunday morning, October 9, but admitted she thought the “near-death experience” would be the end of her.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Rappler
Anti-drug cop arrested over drug den with 1 ton of shabu,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Rappler
"The Philippine National Police (PNP) seized a total of 990 kilograms of shabu (methamphetamine) worth P6.7 billion in Tondo, Manila, then they found the ID, belongings, and “incriminating documents” of an active member of the police force.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Rappler
"After hostage-taking, Marcos offers De Lima a jail transfer",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Rappler
"MANILA, Philippines – After surviving a hostage-taking at the Camp Crame Custodial Center, former senator Leila de Lima will be given the option to transfer to a different detention facility, President Ferdinand Marcos Jr announced on Sunday morning, October 9.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Rappler
Leila de Lima survives hostage-taking in Camp Crame jail,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Rappler
"MANILA, Philippines – Former senator Leila de Lima survived a hostage-taking at the Philippine National Police Custodial Center inside Camp Crame in Quezon City, the PNP announced on Sunday morning, October 9.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Rappler
Globe-trotting in 100 days: Marcos is most frequent traveler among post-EDSA presidents,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Rappler
"MANILA, Philippines – As presidents are expected to make clear their vision and priorities for the country in their first 100 days in office, the international trips they make during that period are an indication of the foreign policy they are shaping.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Rappler
Ormoc City residents ratify merger of 28 barangays into 3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Rappler
"MANILA, Philippines – Residents of Ormoc City in Leyte voted to merge 28 barangays into three during a plebiscite on Saturday, October 8, according to the Commission on Elections (Comelec).",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Rappler
WATCH: Why did Vice President Sara Duterte speak in Mandarin?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Rappler
"MANILA, Philippines – When Vice President Sara Duterte delivered nearly a minute-long speech in Mandarin, the gesture stirred lively conversation on the internet, with many Filipinos questioning why the Philippine official decided to speak in a language she barely knew.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Rappler
"Marcos’ 100 days: No DOH secretary, unpaid health workers’ benefits",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rappler
"MANILA, Philippines – President Ferdinand Marcos Jr. on Saturday, October 8, marked his 100th day as the chief executive of the country, and yet he has not made a dent in the country’s health sector.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Rappler
NPC cites ways to shield SIM card registration from data breaches,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Rappler
"MANILA, Philippines – While expressing support for the Subscriber Identity Module (SIM) Registration bill, the National Privacy Commission (NPC) outlined ways to ensure that its implementation would prevent security risks and data breaches.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Rappler
WATCH: Percy Lapid’s brother says being critical is media’s role,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Rappler
"MANILA, Philippines – Veteran journalist Roy Mabasa said his late brother, broadcaster Percival “Percy Lapid” Mabasa, was only doing his job as  when he dissected various issues and became critical of personalities in the process.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Rappler
"What kept Marcos busy? Courtesy visits, meetings fill President’s first 100 days",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Rappler
"MANILA, Philippines – From the first courtesy call of the Chinese ambassador to his recent diplomatic trip to the United States, President Ferdinand Marcos Jr. has had at least 227 activities in his first 100 days in office.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Rappler
‘Talk about priorities’: How social media users reacted to Marcos’ first 100 days,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Rappler
"MANILA, Philippines – President Ferdinand Marcos Jr. prevailed in a divisive election on May 9 with more than 31 million votes, with those who didn’t vote for him expressing dread about the future under another Marcos.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Rappler
DILG launches anti-drug program ‘with respect for human rights’,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Rappler
"MANILA, Philippines – The Department of the Interior and Local Government (DILG) on Friday, October 7, launched its anti-drug program aimed at addressing the root causes of illegal drug use in the Philippines through demand reduction and rehabilitation.",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Rappler
36 Years: Marcos 2.0 and the Filipino immigrant,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Rappler
"Throughout the month of October, we’ll be assessing what has – and has not – happened in President Ferdinand Marcos Jr.’s first 100 days in office.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Rappler
Rappler Talk: Quest for justice for broadcaster Percy Lapid,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Rappler
"MANILA, Philippines – The culture of killing in the Philippines continues as another journalist died after he was gunned down on Monday night, October 3.  Percival “Percy Lapid” Mabasa was shot dead in Las Piñas, and the police have yet to identify his killer.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Rappler
LTFRB chief resigns to serve as Office of the Press Secretary OIC,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Rappler
"MANILA, Philippines – Cheloy Velicaria-Garafil has resigned as chairperson of the Land Transportation Franchising and Regulatory Board (LTFRB) to serve as an undersecretary at the Office of the Press Secretary (OPS) and its officer-in-charge (OIC).",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Rappler
"Marcos’ first 100 days: Critics see ‘sinking ship,’ allies say ‘good job’",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Rappler
"MANILA, Philippines – President Ferdinand Marcos Jr. marked his 100th day in office with allies giving him a pat on the back, and dissenters saying they saw a president who failed to respond to the country’s most pressing concerns.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Rappler
PNP identifies person of interest in killing of broadcaster Percy Lapid,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Rappler
"MANILA, Philippines – Days after the killing of radio journalist Percival “Percy Lapid” Mabasa, the Philippine National Police (PNP) said it has identified a person of interest and put a P1.5-million bounty on his head.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Rappler
Sara Duterte says return to in-person classes major achievement in first 100 days,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Rappler
"MANILA, Philippines – Vice President and Education Secretary Sara Duterte said on Thursday, October 6,  that the return to face-to-face classes of basic education students in the country was a major achievement in her first 100 days in office.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Rappler
"Marcos on 1st 100 days: ‘Putting out fires, finding best and brightest’",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Rappler
"MANILA, Philippines – President Ferdinand Marcos Jr., in his own words, managed to “put together a government which is functional” and that focused on the economy in his first 100 days.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Rappler
42% of Filipinos disapprove of Marcos gov’t response to inflation – survey,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Rappler
"MANILA, Philippines – Around 42% of Filipinos disapproved of the Marcos administration’s performance in reining in inflation, according to the results of a Pulse Asia Research, Incorporated survey held in September and released on Thursday, October 6.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Rappler
"House realigns P77.5B in 2023 budget for health, education, aid",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rappler
"MANILA, Philippines  – The House of Representatives has realigned a total of P77.5 billion in the proposed P5.268-trillion budget for 2023, Speaker Martin Romualdez said in a press statement on Wednesday, October 5.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rappler
PH vows ‘real justice in real time’ at UN Human Rights Council meeting,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Rappler
"MANILA, Philippines – The Philippines on Wednesday, October 5, assured the United Nations Human Rights Council that it is pursuing reforms to provide “real justice in real time.”",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Rappler
"Marcos open to buying Russian fuel, proposes new Myanmar approach",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Rappler
"MANILA, Philippines – President Ferdinand Marcos Jr. on Wednesday, October 5, said the Philippines may need to turn to Russia to fulfill its fuel needs amid rising global energy prices, bucking pressure from Western allies for countries to shun Moscow.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Rappler
[WATCH] In The Public Square with John Nery: The killing of Percy Lapid and the Palace purge,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Rappler
"An assassination in Metro Manila, a purge in Malacañang. What is happening? In this episode of In The Public Square, veteran journalist John Nery talks to broadcaster Percy Lapid’s brother Roy Mabasa and Raymund Villanueva of the National Union of Journalists in the Philippines to reflect on Ka Percy’s life and death; and then historian Manuel L. Quezon III puts the latest movements in the Palace in perspective. Watch In The Public Square on Wednesday, October 5, at 8 pm. ",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Rappler
Rappler Recap: A summary of legal actions vs Badoy for red-tagging judge,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Rappler
"MANILA, Philippines – For red-tagging Manila judge Marlo Magdoza-Malagar, former anti-insurgency spokesperson Lorraine Badoy is facing legal actions initiated by lawyers, and the Supreme Court itself.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Rappler
"Canada, Netherlands, France call for accountability in Percy Lapid killing",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Rappler
"MANILA, Philippines – Foreign governments around the world joined a growing chorus calling for accountability in the killing of radio broadcaster Percival Mabasa, popularly known as Percy Lapid, saying his death sparked “grave concern” over the safety of journalists in the Philippines.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Rappler
Marcos ‘concerned’ over killing of broadcaster Percy Lapid,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Rappler
"MANILA, Philippines – Malacañang will “take a look” at the probe into the killing of a broadcast journalist known for his biting critique of the current administration.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Rappler
WATCH: ES Bersamin defends ‘matinee idol’ Marcos: Singapore trip ‘not immodest’,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Rappler
"MANILA, Philippines – In a chit-chat with media on Tuesday, October 4, newly sworn in Executive Secretary Lucas Bersamin said President Marcos should not be criticized for having his “private time” in Singapore, watching the Formula 1 Grand Prix.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Rappler
Malacañang defends ‘private time’ of ‘matinee idol’ Marcos at Singapore Grand Prix,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Rappler
"MANILA, Philippines – It’s criticism that’s “insensitive” was how Lucas Bersamin, former Supreme Court chief justice and newly-appointed executive secretary, defended President Ferdinand Marcos Jr. from criticism over a weekend trip to Singapore to watch a Formula 1 race.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Rappler
Supreme Court orders Badoy to explain making threats against Judge Malagar,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Rappler
"MANILA, Philippines – In a rare move, the Supreme Court issued a show cause order against Lorraine Badoy, the former spokesperson of the government’s anti-insurgency, asking her to explain having threatened Judge Marlo Magdoza-Malagar.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Rappler
"‘We do not talk about it’: Rodriguez not in Marcos Cabinet, says new ES",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Rappler
"MANILA, Philippines – What ‘Presidential Chief of Staff’?",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Rappler
Jose Calida resigns as COA chief,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Rappler
"MANILA, Philippines – Jose Calida has resigned as chairperson of the Commission on Audit (COA), Executive Secretary Lucas Bersamin confirmed on Tuesday, October 4.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Rappler
Press Secretary Trixie Angeles is out,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Rappler
"Lawyer and former blogger Trixie Cruz-Angeles, head of Malacañang’s press  office, is out.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Rappler
‘Attack on press freedom’: Killing of broadcaster Percy Lapid ignites outcry,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Rappler
"MANILA, Philippines – Calls for justice poured in on Tuesday, October 4, in the wake of the murder of broadcast journalist Percy Lapid by unidentified assailants the night before.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Rappler
Lawyers ask SC to hold Badoy in contempt for threats vs judge,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Rappler
"MANILA, Philippines – A group of legal luminaries, lawyers, and law school deans have asked the Supreme Court (SC) to hold former anti-insurgency spokesperson Lorraine Badoy in contempt for her threats against Judge Marlo Magdoza-Malagar.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Rappler
"Broadcaster Percy Lapid killed in Las Piñas, 2nd under Marcos",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Rappler
"MANILA, Philippines — Radio broadcaster Percival Mabasa, better known as Percy Lapid, was shot dead in Las Piñas City on Monday night, October 3, according to the Philippine National Police (PNP).",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Rappler
Anti-graft court formally dismisses case vs Mike Arroyo over chopper deal,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Rappler
"MANILA, Philippines – The anti-graft court formally dismissed the case against former first gentleman Jose Miguel Arroyo in connection with the Philippine National Police’s 2009 procurement of secondhand choppers.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Rappler
‘Productive’? Malacañang says Marcos watched Singapore Grand Prix for work,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rappler
"MANILA, Philippines – It took days of refusing to confirm or deny if the President was flying to Singapore to watch the Grand Prix, but in the wee hours of the morning on Monday, October 3, Press Secretary Trixie Cruz-Angeles confirmed what several media outfits and the internet already knew: that Ferdinand Marcos Jr. was in the city-state to watch Formula 1 racing.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Rappler
"Instead of deportation, PH moves to cancel visas of 48,000 Chinese POGO workers",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Rappler
"MANILA, Philippines – The Marcos administration decided to terminate the visas of 48,782 Chinese nationals working in Philippine offshore gaming firms which have lost their authority to operate, instead of deporting them immediately.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Rappler
"433 Grand Lotto winners were ‘loyal’ to their numbers, says PCSO",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Rappler
"MANILA, Philippines – The chance of winning the government-sponsored Grand Lotto in the Philippines was one in 28.9 million, but on Saturday night, October 1, a total of 433 lottery bettors had the same ",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rappler
Marcos flies to Singapore to watch F1 race,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Rappler
